Year,govt_Housing_Affordability_Indices_Area_Name,govt_Housing_Affordability_Indices_Category,govt_Housing_Affordability_Indices_Mortgage Affordability Index,govt_Housing_Affordability_Indices_Deposit Affordability Index,govt_Housing_Affordability_Indices_Rent Affordability Index,govt_Banks_Mortgage_Rates_Category,govt_Banks_Mortgage_Rates_Floating rate,govt_Banks_Mortgage_Rates_2 year fixed rate,govt_House_Price_Index_Category,govt_House_Price_Index_House prices (annual % change),govt_Value_of_Housing_Stock_Category,govt_Value_of_Housing_Stock_House values,figure_Category,figure_Auckland,figure_Christchurch,figure_Wellington,infometrics_avg_quarterly_income_change_Category,infometrics_avg_quarterly_income_change_nz_change,infometrics_avg_quarterly_income_change_wlg_change,infometrics_avg_quarterly_income_change_akl_change,infometrics_avg_quarterly_income_change_chc_change,infometrics_avg_quarterly_income_Category,infometrics_avg_quarterly_income_nz_level,infometrics_avg_quarterly_income_wlg_level,infometrics_avg_quarterly_income_akl_level,infometrics_avg_quarterly_income_chc_level,infometrics_avg_house_price_wide_Category,infometrics_avg_house_price_wide_...1,infometrics_avg_house_price_wide_Christchurch City Level,infometrics_avg_house_price_wide_Christchurch City % Change,infometrics_avg_house_price_wide_Christchurch City Absolute change,infometrics_avg_house_price_wide_Auckland Level,infometrics_avg_house_price_wide_Auckland % Change,infometrics_avg_house_price_wide_Auckland Absolute change,infometrics_avg_house_price_wide_Wellington City Level,infometrics_avg_house_price_wide_Wellington City % Change,infometrics_avg_house_price_wide_Wellington City Absolute change,infometrics_avg_house_price_wide_Metro areas Level,infometrics_avg_house_price_wide_Metro areas % Change,infometrics_avg_house_price_wide_Metro areas Absolute change,infometrics_avg_house_price_wide_Rural areas Level,infometrics_avg_house_price_wide_Rural areas % Change,infometrics_avg_house_price_wide_Rural areas Absolute change,rbnz_Category,rbnz_house_price_annual_pct_change,rbnz_house_value_index,rbnz_debt_servicing_pct,rbnz_floating_rate,rbnz_two_year_fixed_rate,rbnz_cpi_annual_pct_change,rbnz_unemployment_rate,statsnz_Category,statsnz_official_cash_rate,statsnz_rent_auckland,statsnz_rent_canterbury,statsnz_rent_wellington,statsnz_consents_auckland,statsnz_consents_canterbury,statsnz_consents_wellington,statsnz_population_auckland,statsnz_population_canterbury,statsnz_population_wellington,statsnz_rent_yoy_auckland,statsnz_rent_yoy_canterbury,statsnz_rent_yoy_wellington,statsnz_rent_index_auckland,statsnz_rent_index_canterbury,statsnz_rent_index_wellington,statsnz_consents_per_1000_auckland,statsnz_consents_per_1000_canterbury,statsnz_consents_per_1000_wellington,statsnz_mortgage_Auckland,statsnz_mortgage_Canterbury,statsnz_mortgage_New_Zealand,statsnz_mortgage_Wellington,statsnz_deposit_Auckland,statsnz_deposit_Canterbury,statsnz_deposit_New_Zealand,statsnz_deposit_Wellington,statsnz_rent_Auckland,statsnz_rent_Canterbury,statsnz_rent_New_Zealand,statsnz_rent_Wellington
2018,Hauraki District,Other,0.9191,0.742525,0.9514,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Hawke's Bay,Other,0.9271,0.749725,0.9524250000000001,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Horowhenua District,Other,0.9506,0.768825,0.945425,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Hurunui District,Canterbury Rural,1.221525,0.986625,1.029625,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Hutt City,Wellington Urban,0.978575,0.79115,0.981375,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Invercargill City,Other,1.098325,0.887875,0.98,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Kaikoura District,Other,1.30395,1.053375,1.137,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Kaipara District,Other,0.8878,0.71745,0.94765,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Kapiti Coast District,Wellington Rural,0.9776,0.790075,0.996775,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Kawerau District,Other,0.807725,0.65395,0.820325,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MacKenzie District,Canterbury Rural,0.830175,0.6704749999999999,1.033025,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Manawatu District,Other,1.0154,0.821225,0.95085,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Manawatu-Wanganui,Other,1.010175,0.8170000000000001,0.9533750000000001,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Marlborough,Other,1.087125,0.878625,0.963225,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Marlborough District,Other,1.087125,0.878625,0.9632499999999999,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Masterton District,Wellington Rural,1.038525,0.8396,0.92345,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Matamata Piako District,Other,0.8422499999999999,0.6809000000000001,0.8958,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Napier City,Other,0.913725,0.738675,0.9553,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Nelson,Other,0.98385,0.7952750000000001,1.0456,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Nelson City,Other,0.98385,0.7952750000000001,1.04575,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,New Plymouth District,Other,1.0357750000000001,0.836825,1.036925,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,New Zealand,Other,0.913,0.737725,1.0056500000000002,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Northland,Other,0.993275,0.802875,0.950775,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Opotiki District,Other,1.13405,0.9176,0.89995,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Otago,Other,0.8785499999999999,0.710475,1.02365,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Otorohanga District,Other,1.0041,0.813175,0.911175,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Palmerston North City,Other,1.011825,0.81825,0.9779,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Porirua City,Wellington Urban,0.973025,0.78645,0.98005,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Queenstown Lakes District,Other,0.92155,0.744775,0.91965,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Rangitikei District,Other,1.052175,0.8507750000000001,0.902475,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Rotorua District,Other,0.95,0.76795,0.852075,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Ruapehu District,Other,1.142875,0.92415,0.9417,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Selwyn District,Canterbury Rural,1.189225,0.96085,1.187875,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,South Taranaki District,Other,1.115325,0.901525,0.9574750000000001,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,South Waikato District,Other,0.84815,0.6869000000000001,0.80275,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,South Wairarapa District,Wellington Rural,1.019525,0.8242,0.98985,National,5.764166666666666,5.0008333333333335,National,3.6,National,1098300.75,National,4.175,3.7,4.575,National,3663.33698630137,4462.371232876712,4366.417808219178,2653.4438356164383,National,100442.24109589041,109958.70410958905,123112.52876712328,95080.89178082191,National,14,474295,-0.1,-677,1001320,1.4,13418,750871,7.2,50271,757269,2.1,15499,249448,6.4,15053,National,3.6,1098300.75,8.225,5.764166666666666,5.000833333333333,1.6,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
